# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	M	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	PCR	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	assay_name	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_conc	dna_conc_unit	dna_yield	dna_yield_unit
GOMECC4_CAPECORAL_Sta140_Deep_C	sample			GOMECC4_CAPECORAL_Sta140_Deep					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		1087	1087	1097		5.136	0.0333		7.922		34.934								2205.61	µmol/kg							175.267	µmol/kg																					25.8503	µmol/kg	0.01269	µmol/kg									0.12984	µmol/kg	missing: not provided		0.000000012	M	25.863	µmol/kg	1.181	488	µatm	1.70643	µmol/kg	1096	dbar	25.1201	µmol/kg	2329.33	µmol/kg	4.6265	GOMECC4_470	CAPECORAL	Sta140	not provided	1	C	Plate5_41	GOMECC2021_Plate5	41	A6	SAMN37516559	seawater metagenome		1.349	ng/µl	202.35	ng
GOMECC4_CAPECORAL_Sta140_DCM_A	sample			GOMECC4_CAPECORAL_Sta140_DCM					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2060	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2060	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		69	69	1097		23.267	0.0443		7.994		36.728								2133.06	µmol/kg							160.22	µmol/kg																					2.92964	µmol/kg	0.13649	µmol/kg									0.17939	µmol/kg	missing: not provided		1.01E-08	M	3.06613	µmol/kg	3.069	478	µatm	0.15794	µmol/kg	70	dbar	1.56378	µmol/kg	2409.47	µmol/kg	4.5672	GOMECC4_471	CAPECORAL	Sta140	not provided	14	A	Plate5_38	GOMECC2021_Plate5	38	F5	SAMN37516560	seawater metagenome		0.7991	ng/µl	119.865	ng
GOMECC4_CAPECORAL_Sta140_DCM_B	sample			GOMECC4_CAPECORAL_Sta140_DCM					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		69	69	1097		23.267	0.0443		7.994		36.728								2133.06	µmol/kg							160.22	µmol/kg																					2.92964	µmol/kg	0.13649	µmol/kg									0.17939	µmol/kg	missing: not provided		1.01E-08	M	3.06613	µmol/kg	3.069	478	µatm	0.15794	µmol/kg	70	dbar	1.56378	µmol/kg	2409.47	µmol/kg	4.5672	GOMECC4_472	CAPECORAL	Sta140	not provided	14	B	Plate5_29	GOMECC2021_Plate5	29	E4	SAMN37516561	seawater metagenome		0.5035	ng/µl	75.525	ng
GOMECC4_CAPECORAL_Sta140_DCM_C	sample			GOMECC4_CAPECORAL_Sta140_DCM					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2040	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2040	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		69	69	1097		23.267	0.0443		7.994		36.728								2133.06	µmol/kg							160.22	µmol/kg																					2.92964	µmol/kg	0.13649	µmol/kg									0.17939	µmol/kg	missing: not provided		1.01E-08	M	3.06613	µmol/kg	3.069	478	µatm	0.15794	µmol/kg	70	dbar	1.56378	µmol/kg	2409.47	µmol/kg	4.5672	GOMECC4_473	CAPECORAL	Sta140	not provided	14	C	Plate5_32	GOMECC2021_Plate5	32	H4	SAMN37516562	seawater metagenome		1.086	ng/µl	162.9	ng
GOMECC4_CAPECORAL_Sta140_Surface_A	sample			GOMECC4_CAPECORAL_Sta140_Surface					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2120	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2120	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		5	5	1097		27.981	0.0351		8.057		36.002								2040.6	µmol/kg							195.399	µmol/kg																					0.01366	µmol/kg	0.0039	µmol/kg									0.20289	µmol/kg	missing: not provided		8.77E-09	M	0.01756	µmol/kg	3.964	395	µatm	0.03121	µmol/kg	5	dbar	1.72459	µmol/kg	2390.39	µmol/kg	4.6254	GOMECC4_474	CAPECORAL	Sta140	not provided	22	A	Plate5_40	GOMECC2021_Plate5	40	H5	SAMN37516563	seawater metagenome		2.963	ng/µl	444.45	ng
GOMECC4_CAPECORAL_Sta140_Surface_B	sample			GOMECC4_CAPECORAL_Sta140_Surface					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2060	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2060	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		5	5	1097		27.981	0.0351		8.057		36.002								2040.6	µmol/kg							195.399	µmol/kg																					0.01366	µmol/kg	0.0039	µmol/kg									0.20289	µmol/kg	missing: not provided		8.77E-09	M	0.01756	µmol/kg	3.964	395	µatm	0.03121	µmol/kg	5	dbar	1.72459	µmol/kg	2390.39	µmol/kg	4.6254	GOMECC4_475	CAPECORAL	Sta140	not provided	22	B	Plate5_43	GOMECC2021_Plate5	43	C6	SAMN37516564	seawater metagenome		2.606	ng/µl	390.9	ng
GOMECC4_CAPECORAL_Sta140_Surface_C	sample			GOMECC4_CAPECORAL_Sta140_Surface					-84.715	25.658					USA: Gulf of Mexico	2021-10-20T09:23-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2040	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2040	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		5	5	1097		27.981	0.0351		8.057		36.002								2040.6	µmol/kg							195.399	µmol/kg																					0.01366	µmol/kg	0.0039	µmol/kg									0.20289	µmol/kg	missing: not provided		8.77E-09	M	0.01756	µmol/kg	3.964	395	µatm	0.03121	µmol/kg	5	dbar	1.72459	µmol/kg	2390.39	µmol/kg	4.6254	GOMECC4_476	CAPECORAL	Sta140	not provided	22	C	Plate5_25	GOMECC2021_Plate5	25	A4	SAMN37516565	seawater metagenome		1.287	ng/µl	193.05	ng
GOMECC4_CAPECORAL_Sta141_Deep_A	sample			GOMECC4_CAPECORAL_Sta141_Deep					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1900	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1900	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		3326	3326	3336		4.406	0.0329		7.893		34.977								2190.54	µmol/kg							217.425	µmol/kg																					21.6337	µmol/kg	0.00391	µmol/kg									0.12595	µmol/kg	missing: not provided		1.28E-08	M	21.6376	µmol/kg	0.829	404	µatm	1.45377	µmol/kg	3375	dbar	24.1605	µmol/kg	2332.69	µmol/kg	4.6374	GOMECC4_477	CAPECORAL	Sta141	not provided	1	A	Plate4_88	GOMECC2021_Plate4	88	H11	SAMN37516566	seawater metagenome	Not enough water for eDNA. Combined bottles 1+2. Pick bottle 1 for CTD metadata.	0.01452	ng/µl	2.178	ng
GOMECC4_CAPECORAL_Sta141_Deep_B	sample			GOMECC4_CAPECORAL_Sta141_Deep					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2000	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2000	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		3326	3326	3336		4.406	0.0329		7.893		34.977								2190.54	µmol/kg							217.425	µmol/kg																					21.6337	µmol/kg	0.00391	µmol/kg									0.12595	µmol/kg	missing: not provided		1.28E-08	M	21.6376	µmol/kg	0.829	404	µatm	1.45377	µmol/kg	3375	dbar	24.1605	µmol/kg	2332.69	µmol/kg	4.6374	GOMECC4_478	CAPECORAL	Sta141	not provided	1	B	Plate4_68	GOMECC2021_Plate4	68	D9	SAMN37516567	seawater metagenome		0.01425	ng/µl	2.1375	ng
GOMECC4_CAPECORAL_Sta141_Deep_C	sample			GOMECC4_CAPECORAL_Sta141_Deep					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000211]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	1980	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	1980	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		3326	3326	3336		4.406	0.0329		7.893		34.977								2190.54	µmol/kg							217.425	µmol/kg																					21.6337	µmol/kg	0.00391	µmol/kg									0.12595	µmol/kg	missing: not provided		1.28E-08	M	21.6376	µmol/kg	0.829	404	µatm	1.45377	µmol/kg	3375	dbar	24.1605	µmol/kg	2332.69	µmol/kg	4.6374	GOMECC4_479	CAPECORAL	Sta141	not provided	1	C	Plate4_78	GOMECC2021_Plate4	78	F10	SAMN37516568	seawater metagenome		0.02666	ng/µl	3.999	ng
GOMECC4_CAPECORAL_Sta141_DCM_A	sample			GOMECC4_CAPECORAL_Sta141_DCM					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2040	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2040	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		59	59	3336		25.386	0.0423		8.008		36.405								2101.49	µmol/kg							183.634	µmol/kg																					0.96457	µmol/kg	0.25065	µmol/kg									0.17068	µmol/kg	missing: not provided		9.82E-09	M	1.21523	µmol/kg	3.358	457	µatm	0.11996	µmol/kg	60	dbar	3.09853	µmol/kg	2401.57	µmol/kg	4.582	GOMECC4_480	CAPECORAL	Sta141	not provided	20	A	Plate4_80	GOMECC2021_Plate4	80	H10	SAMN37516569	seawater metagenome	Not enough water for eDNA. Combined bottles 20+21. Pick bottle 20 for CTD metadata.	0.3575	ng/µl	53.625	ng
GOMECC4_CAPECORAL_Sta141_DCM_B	sample			GOMECC4_CAPECORAL_Sta141_DCM					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2040	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2040	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		59	59	3336		25.386	0.0423		8.008		36.405								2101.49	µmol/kg							183.634	µmol/kg																					0.96457	µmol/kg	0.25065	µmol/kg									0.17068	µmol/kg	missing: not provided		9.82E-09	M	1.21523	µmol/kg	3.358	457	µatm	0.11996	µmol/kg	60	dbar	3.09853	µmol/kg	2401.57	µmol/kg	4.582	GOMECC4_481	CAPECORAL	Sta141	not provided	20	B	Plate4_67	GOMECC2021_Plate4	67	C9	SAMN37516570	seawater metagenome		1.634	ng/µl	245.1	ng
GOMECC4_CAPECORAL_Sta141_DCM_C	sample			GOMECC4_CAPECORAL_Sta141_DCM					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2080	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2080	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		59	59	3336		25.386	0.0423		8.008		36.405								2101.49	µmol/kg							183.634	µmol/kg																					0.96457	µmol/kg	0.25065	µmol/kg									0.17068	µmol/kg	missing: not provided		9.82E-09	M	1.21523	µmol/kg	3.358	457	µatm	0.11996	µmol/kg	60	dbar	3.09853	µmol/kg	2401.57	µmol/kg	4.582	GOMECC4_482	CAPECORAL	Sta141	not provided	20	C	Plate4_73	GOMECC2021_Plate4	73	A10	SAMN37516571	seawater metagenome		2.307	ng/µl	346.05	ng
GOMECC4_CAPECORAL_Sta141_Surface_A	sample			GOMECC4_CAPECORAL_Sta141_Surface					-84.843	25.574					USA: Gulf of Mexico	2021-10-20T12:47-04:00				marine biome [ENVO:00000447]	marine photic zone [ENVO:00000209]	sea water [ENVO:00002149]	0	https://zenodo.org/records/14224755 (v1.1.0) protocol_sampling_sterivex_dry.md	Niskin bottle on CTD rosette	2100	mL	-80	none	P6M	AOML Room 248	AOML Room 248		Pumped through Sterivex filter (0.22-µm) using peristaltic pump	1					no pre-filter	0.22			polyethersulfone	Millipore Sigma Sterivex-GP Pressure Filter Unit, 0.22 µm pore size, polyethersulfone membrane, with Luer outlet, gamma irradiated, sterile	not applicable	not applicable	not applicable	not applicable					2022-03-01	2100	ml	physical | chemical | enzymatic	magnetic beads	https://zenodo.org/records/14224755 (v1.0.0) protocol_extractdna_sterivex_kingfisher.md	ZymoBIOMICS 96 MagBead DNA Kit										Bacteria-16S-V4V5-Parada | Eukarya-18S-V9-Lane-Medlin		4	4	3336		27.901	0.0339		8.092		35.606								2039.01	µmol/kg							199.445	µmol/kg																					0.00976	µmol/kg	0.00586	µmol/kg									0.18932	µmol/kg	missing: not provided		8.09E-09	M	0.01561	µmol/kg	4.215	362	µatm	0.03318	µmol/kg	4	dbar	1.98884	µmol/kg	2409.83	µmol/kg	4.6302	GOMECC4_483	CAPECORAL	Sta141	not provided	24	A	Plate4_74	GOMECC2021_Plate4	74	B10	SAMN37516572	seawater metagenome	Not enough water for eDNA. Combined bottles 23+24. Pick bottle 24 for CTD metadata.	1.286	ng/µl	192.9	ng
